what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1312398470030
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1312398470031
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1312398470032
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1312398470032
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1312398470033
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1312398470033
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1312398470034
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1312398470034
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.help.ui",1312398470035
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.bugs",1312398470035
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1312398470036
stopped,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1312398470036
stopped,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1312398470036
stopped,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1312398470036
activated,perspective,de.walware.statet.base.ui,,"de.walware.statet.base.perspectives.StatetPerspective",1312398549602
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1312398549603
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1312398549604
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1312398549604
started,bundle,de.walware.ecommons.coremisc,0.10.0.b201106190930E37sw,"de.walware.ecommons.coremisc",1312398549605
started,bundle,de.walware.ecommons.edb,0.1.1.b201106190930E37sw,"de.walware.ecommons.edb",1312398549605
started,bundle,de.walware.ecommons.ltk.core,0.10.0.b201106190930E37sw,"de.walware.ecommons.ltk.core",1312398549605
started,bundle,de.walware.ecommons.ltk.ui,0.10.0.b201106190930E37sw,"de.walware.ecommons.ltk.ui",1312398549605
started,bundle,de.walware.ecommons.uimisc,0.10.0.b201106190930E37sw,"de.walware.ecommons.uimisc",1312398549606
started,bundle,de.walware.statet.base.ui,0.10.0.b201106190930E37sw,"de.walware.statet.base.ui",1312398549606
started,bundle,de.walware.statet.nico.core,0.10.0.b201106190930E37sw,"de.walware.statet.nico.core",1312398549606
started,bundle,de.walware.statet.nico.ui,0.10.0.b201106190930E37sw,"de.walware.statet.nico.ui",1312398549607
started,bundle,de.walware.statet.r.core,0.10.0.b201106190930E37sw,"de.walware.statet.r.core",1312398549607
started,bundle,de.walware.statet.r.ui,0.10.0.b201106190930E37sw,"de.walware.statet.r.ui",1312398549608
started,bundle,de.walware.thirdparty-org.apache.derby.core,10.8.1000002.b201106190930E37sw,"de.walware.thirdparty-org.apache.derby.core",1312398549608
started,bundle,eu.openanalytics.architect.branding,1.0.0.qualifier,"eu.openanalytics.architect.branding",1312398549609
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1312398549609
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1312398549610
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1312398549610
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1312398549611
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1312398549611
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1312398549612
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1312398549612
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1312398549613
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1312398549614
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1312398549614
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1312398549615
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1312398549615
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1312398549616
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1312398549617
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1312398549618
